# x, y
-5.000000000000000000e-01 -2.185569414336896443e-08
5.000000000000000000e-01 -2.185569414336896443e-08
0.000000000000000000e+00 5.000000000000000000e-01
0.000000000000000000e+00 5.000000000000000000e-01
-5.000000000000000000e-01 -2.185569414336896443e-08
5.000000000000000000e-01 -2.185569414336896443e-08
0.000000000000000000e+00 5.000000000000000000e-01
-2.500000000000000000e-01 3.535533845424652100e-01
2.500000000000000000e-01 3.535533845424652100e-01
-3.750000000000000000e-01 1.913417279720306396e-01
1.250000000000000000e-01 4.619397521018981934e-01
-1.250000000000000000e-01 4.619397521018981934e-01
3.750000000000000000e-01 1.913417279720306396e-01
-4.375000000000000000e-01 9.754511713981628418e-02
6.250000000000000000e-02 4.903926253318786621e-01
-1.875000000000000000e-01 4.157347977161407471e-01
3.125000000000000000e-01 2.777850925922393799e-01
-3.125000000000000000e-01 2.777850925922393799e-01
1.875000000000000000e-01 4.157347977161407471e-01
-6.250000000000000000e-02 4.903926253318786621e-01
4.375000000000000000e-01 9.754511713981628418e-02
-4.687500000000000000e-01 4.900856688618659973e-02
3.125000000000000000e-02 4.975923597812652588e-01
-2.187500000000000000e-01 3.865052163600921631e-01
2.812500000000000000e-01 3.171966373920440674e-01
-3.437500000000000000e-01 2.356983423233032227e-01
1.562500000000000000e-01 4.409606158733367920e-01
-9.375000000000000000e-02 4.784701764583587646e-01
4.062500000000000000e-01 1.451423317193984985e-01
-4.062500000000000000e-01 1.451423317193984985e-01
9.375000000000000000e-02 4.784701764583587646e-01
-1.562500000000000000e-01 4.409606158733367920e-01
3.437500000000000000e-01 2.356983423233032227e-01
-2.812500000000000000e-01 3.171966373920440674e-01
2.187500000000000000e-01 3.865052163600921631e-01
-3.125000000000000000e-02 4.975923597812652588e-01
4.687500000000000000e-01 4.900856688618659973e-02
-4.843750000000000000e-01 2.453382499516010284e-02
1.562500000000000000e-02 4.993977248668670654e-01
-2.343750000000000000e-01 3.704755604267120361e-01
2.656250000000000000e-01 3.357794582843780518e-01
-3.593750000000000000e-01 2.137775570154190063e-01
1.406250000000000000e-01 4.519946575164794922e-01
-1.093750000000000000e-01 4.707720279693603516e-01
3.906250000000000000e-01 1.684449166059494019e-01
-4.218750000000000000e-01 1.214900612831115723e-01
7.812500000000000000e-02 4.850156307220458984e-01
-1.718750000000000000e-01 4.288643002510070801e-01
3.281250000000000000e-01 2.570513486862182617e-01
-2.968750000000000000e-01 2.978496253490447998e-01
2.031250000000000000e-01 4.016037583351135254e-01
-4.687500000000000000e-02 4.945882558822631836e-01
4.531250000000000000e-01 7.336524128913879395e-02
-4.531250000000000000e-01 7.336524128913879395e-02
4.687500000000000000e-02 4.945882558822631836e-01
-2.031250000000000000e-01 4.016037583351135254e-01
2.968750000000000000e-01 2.978496253490447998e-01
-3.281250000000000000e-01 2.570513486862182617e-01
1.718750000000000000e-01 4.288643002510070801e-01
-7.812500000000000000e-02 4.850156307220458984e-01
4.218750000000000000e-01 1.214900612831115723e-01
-3.906250000000000000e-01 1.684449166059494019e-01
1.093750000000000000e-01 4.707720279693603516e-01
-1.406250000000000000e-01 4.519946575164794922e-01
3.593750000000000000e-01 2.137775570154190063e-01
-2.656250000000000000e-01 3.357794582843780518e-01
2.343750000000000000e-01 3.704755604267120361e-01
-1.562500000000000000e-02 4.993977248668670654e-01
4.843750000000000000e-01 2.453382499516010284e-02
-4.921875000000000000e-01 1.227056793868541718e-02
7.812500000000000000e-03 4.998494088649749756e-01
-2.421875000000000000e-01 3.621235489845275879e-01
2.578125000000000000e-01 3.447702527046203613e-01
-3.671875000000000000e-01 2.026206403970718384e-01
1.328125000000000000e-01 4.571048617362976074e-01
-1.171875000000000000e-01 4.664964079856872559e-01
3.828125000000000000e-01 1.799474954605102539e-01
-4.296875000000000000e-01 1.095506101846694946e-01
7.031250000000000000e-02 4.878510534763336182e-01
-1.796875000000000000e-01 4.224267899990081787e-01
3.203125000000000000e-01 2.674988210201263428e-01
